4r40_C		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_0_-_2_B_0_-_7_G_12_G_0_-_12_G_12_G_12_G_2_B_17_B	_6_E_0_-_6_A_5_E_6_E_5_D_5_E_6_D_6_B_17_E_5_E_6_E_6_A_7_E_5_G_2_G_5_B_7_C	0-13	12-28	BjACBGBGGGGGBBbi	CDiBbeHHImFFEAEEDEDBEEEAEGGBCEFCF	0.558
5t89_X		_0_B_0_-_2_j_3_A_1_C_2_B_0_-_7_G_0_-_2_B_0_-_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_0_-_0_-_17_B_0_-_0_-_8_b	_5_B_10_D_0_-_3_B_6_C_3_C_4_b_2_G_2_J_6_D_4_A_6_H_7_C_8_F_5_H_4_b_1_G_4_H_5_C_7_C_3_E_2_C_3_C_19_E_2_b	0-14	9-32	BjACBGBGGGGGBBbi	AEBBEEbEDBDBCCbGJDAHCFHbGHCCECCEbHJAbAACCJJGIDFDFFBA	0.412
6rvz_A		_2_B_7_G_0_-_0_-_0_-_0_-_2_B_0_-_0_-_7_G_12_G_12_G_12_G_12_G_0_-_2_B_0_-_17_B_8_b_6_i	_0_B_2_I_3_e_1_c_4_c_1_l_3_G_0_b_5_e_2_F_6_G_3_I_13_H_6_F_7_n_9_E_7_g_1_B_5_b_20_b	4-15	0-19	BjACBGBGGGGGBBbi	BIecclGbeFGIHFnEgBbbBBAAEEeH	0.350
3n6z_A		_0_B_2_j_3_A_0_-_0_-_1_C_0_-_2_B_7_G_0_-_2_B_7_G_0_-_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_2_A_0_-_10_A_1_K_5_A_2_C_7_b_1_C_2_G_3_A_2_C_9_F_2_C_5_C_2_C_5_F_3_B_2_C_2_C_5_G_3_B_5_B_2_B_1_b	0-14	4-26	BjACBGBGGGGGBBbi	dcCJAAKACbCGACFCCCFBCCGBBBbHBBBjAA	0.414
7lyv_L		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_17_B_0_-_8_b	_0_C_0_-_2_D_4_F_8_D_6_D_5_E_2_E_4_b_1_F_2_A_3_E_6_D_3_d_2_J_4_E_2_A_4_D_9_I_0_e	0-14	0-18	BjACBGBGGGGGBBbi	CDFDDEEbFAEDdJEADIeFE	0.394
7kzx_F		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_0_-_0_-_12_G_0_-_12_G_2_B_17_B	_0_C_0_-_2_A_5_G_9_E_5_G_4_B_8_E_4_F_7_F_4_A_5_A_10_C_8_B_5_H_4_C_8_B	0-13	0-15	BjACBGBGGGGGBBbi	CAGEGBEFFAACBHCBBGEE	0.564
8es8_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_0_-_7_G_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_17_B_0_-_8_b	_0_B_0_-_5_C_4_B_2_B_5_G_6_F_7_A_2_E_4_E_4_b_2_G_9_A_3_E_8_C_9_E_15_B_3_D_4_I_30_e	0-14	0-18	BjACBGBGGGGGBBbi	BCBBGFAEEbGAECEBDIet	0.506
6efz_A		_0_B_2_j_3_A_1_C_2_B_7_G_0_-_2_B_0_-_7_G_12_G_12_G_12_G_12_G	_5_A_0_-_5_A_2_A_3_B_8_G_6_L_4_C_5_C_1_D_3_E_10_G_2_G_8_H	0-11	15-27	BjACBGBGGGGGBBbi	ACGDDACEbFLCBCEAAABGLCCDEGGHJ	0.645
7mzl_H		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_0_-_12_G_0_-_0_-_12_G_12_G_12_G_2_B_17_B_0_-_0_-_8_b	_0_E_0_-_2_A_4_H_8_F_3_G_5_B_17_F_3_b_1_E_1_C_2_C_6_D_8_D_6_J_4_C_8_B_3_A_5_I_2_c	0-14	0-18	BjACBGBGGGGGBBbi	EAHFGBFbECCDDJCBAIcFbF	0.417
2x7l_D		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_0_-_12_G_12_G_2_B_17_B_0_-_8_b	_6_D_0_-_3_A_7_E_2_E_8_G_7_B_0_-_4_D_6_D_3_c_3_H_7_E_2_B_5_B_10_H_0_d	0-14	4-18	BjACBGBGGGGGBBbi	CDFEDAEEGBDDcHEBBHdFD	0.583
7xxa_A		_0_B_2_j_3_A_1_C_0_-_0_-_2_B_7_G_2_B_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_17_B	_4_C_0_-_2_C_9_D_2_b_1_f_2_C_2_E_2_C_13_E_13_b_6_D_5_D_8_A_24_E_8_C_2_E_4_B	0-13	4-20	BjACBGBGGGGGBBbi	bcbcCCDbfCECEbDDAECEB	0.431
5nj6_H		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_0_-_2_B_7_G_0_-_12_G_0_-_0_-_0_-_12_G_0_-_12_G_12_G_2_B_17_B	_2_B_0_-_4_A_2_D_3_b_1_F_5_F_6_A_9_B_6_F_3_b_2_H_3_D_3_D_8_D_10_J_4_C_8_H_2_J_9_E_4_E	0-13	1-20	BjACBGBGGGGGBBbi	DBADbFFABFbHDDDJCHJEE	0.412
1igy_D		_0_B_2_j_3_A_1_C_2_B_7_G_0_-_2_B_0_-_7_G_12_G_12_G_12_G_0_-_12_G_2_B_17_B_8_b_6_i	_1_B_4_b_1_B_14_D_8_D_10_J_4_C_8_B_3_A_4_I_9_D_7_C_20_C_3_d_6_E_13_A_27_A_0_-_2_e	0-15	10-27	BjACBGBGGGGGBBbi	AABADEbAbABbBDDJCBAIDCCdEAAeBJFAIdFbD	0.465
5muj_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_0_-_7_G_12_G_12_G_12_G_12_G_2_B_0_-_0_-_17_B_0_-_8_b	_10_C_0_-_19_A_2_C_12_B_1_B_10_A_14_b_2_D_16_E_6_E_1_B_5_A_14_B_12_C_8_C_1_B_6_A_11_b	0-14	8-25	BjACBGBGGGGGBBbi	eFBAACGFCACBBAbDEEBABCCBAbIHF	0.492
7bkc_i		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B	_3_B_0_-_2_B_5_B_12_B_6_A_10_B_15_C_15_A_21_F_13_E_15_C_3_B_10_B	0-13	4-16	BjACBGBGGGGGBBbi	EAcdBBBBABCAFECBBBAAAA	0.538
8tq7_G		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_17_B_0_-_8_b	_4_F_0_-_7_E_6_D_3_A_7_E_2_E_4_b_2_E_6_A_3_E_6_D_3_e_1_J_3_F_2_B_3_D_9_I_0_e	0-14	1-18	BjACBGBGGGGGBBbi	DFEDAEEbEAEDeJFBDIeGE	0.422
7lsb_D		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_17_B_0_-_0_-_8_b	_0_D_0_-_4_D_2_c_4_D_6_D_12_E_2_E_4_b_2_F_4_B_3_E_7_D_3_d_3_J_4_E_2_B_3_B_3_A_5_H_1_d	0-14	0-19	BjACBGBGGGGGBBbi	DDcDDEEbFBEDdJEBBAHdFF	0.401
4wjg_W		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_0_-_0_-_7_G_0_-_12_G_12_G_12_G_12_G_0_-_2_B_0_-_0_-_17_B_8_b_6_i	_5_C_0_-_5_B_8_C_24_D_5_E_4_C_1_c_9_c_4_C_3_A_2_E_9_D_25_E_13_G_1_g_24_C_16_E_4_I_9_D_0_-_1_j	0-15	2-21	BjACBGBGGGGGBBbi	BCCBCDECccCAEDEGgCEIDj	0.411
1dbj_H		_1_C_2_B_7_G_0_-_2_B_7_G_0_-_0_-_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_0_C_3_B_4_H_3_b_1_F_5_G_5_B_1_b_3_E_0_b_1_F_3_b_1_G_6_C_3_D_8_D_10_J_4_C_0_b	3-14	0-18	BjACBGBGGGGGBBbi	CBHbFGBbEbFbGCDDJCbGJEbE	0.444
5mk8_A		_0_B_2_j_3_A_1_C_2_B_0_-_0_-_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_2_B_17_B_8_b_0_-_6_i	_6_C_0_-_4_A_7_C_6_C_2_b_2_A_4_G_11_G_2_I_2_H_5_H_12_F_4_E_2_F_6_A_3_F_0_-_7_I_5_i	0-15	2-19	BjACBGBGGGGGBBbi	GCCACCbAGGIHHFEFAFIiECCCCEGFABbCCIFeD	0.521
7q1y_A		_0_B_0_-_2_j_0_-_3_A_1_C_0_-_2_B_7_G_0_-_2_B_0_-_7_G_12_G_12_G_12_G_12_G_2_B_17_B_0_-_8_b_0_-_6_i	_26_B_5_F_0_-_6_H_6_A_3_D_3_E_3_B_3_I_5_F_5_B_2_c_4_A_4_I_3_J_19_J_3_J_6_E_12_F_4_d_1_b_10_d_1_j	0-15	50-71	BjACBGBGGGGGBBbi	EBGFGACJJEAHAFGFFFDIHGFIIEAHFEEcEFCHIJHFFADAFGedeDBFHADEBIFBcAIJJJEFdbdjobkkkjkjBBkklGFCHJGIEBfEEHAFI	0.421
1i8i_B		_1_C_2_B_7_G_0_-_2_B_7_G_12_G_12_G_12_G_0_-_12_G_2_B_17_B	_0_D_2_B_5_G_3_b_2_E_5_F_6_B_7_E_4_E_4_b_1_I_2_F_3_E	3-13	0-12	BjACBGBGGGGGBBbi	DBGbEFBEEbIFE	0.567
4lnv_C		_0_B_0_-_2_j_0_-_3_A_1_C_0_-_2_B_7_G_2_B_7_G_12_G_12_G_0_-_12_G_12_G_2_B_0_-_17_B_8_b_6_i	_4_B_5_k_3_j_11_m_5_F_4_E_20_M_6_B_1_G_0_-_7_H_11_E_4_H_9_D_4_D_8_H_3_A_4_F_6_E_6_b_3_b	0-15	78-97	BjACBGBGGGGGBBbi	DAGJJGHGFAIFHFHIFbIHGFJJFHEEEGGDJFGHbIIbCFGgDAABFJCDEBIGBEIJbJMGcdjoAkkcjemkhBBkjmFEMBGHEHDDHAFEbb	0.470
4mng_F		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_2_B_0_-_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_17_B_0_-_8_b	_4_B_0_-_2_A_7_F_5_G_6_A_2_E_4_E_4_b_1_G_12_B_3_E_2_E_4_C_9_F_6_F_4_C_8_C_7_C_4_b	0-14	2-20	BjACBGBGGGGGBBbi	ADBAFGAEEbGBEECFFCCCbGBF	0.508
6ncz_F		_0_B_2_j_3_A_1_C_0_-_2_B_0_-_7_G_0_-_2_B_7_G_12_G_12_G_0_-_12_G_0_-_12_G_0_-_2_B_17_B_0_-_0_-_8_b_0_-_6_i	_7_E_0_-_2_A_1_E_2_F_5_C_1_b_3_H_19_A_3_E_4_G_7_G_5_F_0_b_1_G_2_F_13_F_2_F_4_C_2_C_2_A_2_E_12_k_4_C_6_i	0-15	11-34	BjACBGBGGGGGBBbi	cbbBGdbCbbHEAEFCbHAEGGFbGFFFCCAEkCiDmGmEAAdCgDlCAAo	0.406
5yxo_A		_0_B_0_-_2_j_3_A_0_-_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_12_G_12_G_12_G_0_-_0_-_2_B_0_-_17_B_8_b_6_i	_10_E_1_i_2_i_0_-_1_b_10_B_5_G_8_H_10_B_6_C_6_G_6_A_1_C_4_H_15_E_4_J_2_A_1_c_4_C_3_e_4_E_0_b_3_h	0-15	1-22	BjACBGBGGGGGBBbi	FEiibBGHBCGACHEJAcCeEbhIDDKAGGADbAEHBEF	0.445
4dt5_B		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G	_2_E_0_-_4_E_4_F_3_F_4_G_1_F_4_G_4_G_7_H_1_G_2_I	0-11	2-12	BjACBGBGGGGGBBbi	EFEEFFGFGGHGI	0.695
4plo_B		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_2_B_7_G_0_-_12_G_12_G_12_G_0_-_0_-_12_G_2_B_17_B	_0_D_0_-_4_D_11_G_5_C_6_C_7_I_2_A_3_E_4_c_6_F_4_F_5_G_5_D_3_D_6_I_2_A_6_C	0-13	0-16	BjACBGBGGGGGBBbi	DDGCCIAEcFFGDDIAC	0.499
3osv_C		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_2_B_17_B_8_b	_0_D_2_C_5_F_0_-_3_H_5_I_2_F_12_J_2_D_1_J_3_D_3_B_1_b	3-14	0-11	BjACBGBGGGGGBBbi	DCFHIFJDJDBb	0.654
7dmp_A		_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_0_-_12_G_12_G_2_B_17_B	_0_A_13_C_5_F_2_H_5_F_2_H_5_F_2_H_5_E_6_E_6_F_2_A_3_C	2-13	0-12	BjACBGBGGGGGBBbi	ACFHFHFHEEFACDDDD	0.679
6rgp_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_0_-_12_G_0_-_2_B_17_B_0_-_0_-_8_b	_0_F_4_b_0_-_10_C_16_C_4_G_6_D_4_E_2_G_1_C_4_F_6_G_7_b_2_E_21_b_19_C_2_C_2_C_11_e_5_b	0-14	13-31	BjACBGBGGGGGBBbi	JECGbCbFFcFbbFbCCGDEGCFGbEbCCCebCDCDABDFdEfcg	0.507
6h3i_F		_2_B_7_G_2_B_7_G_0_-_12_G_12_G_12_G_12_G_0_-_0_-_2_B_17_B	_6_G_5_I_5_J_17_G_5_J_15_J_11_J_18_J_4_I_10_j_3_f_10_E_2_A	4-13	1-13	BjACBGBGGGGGBBbi	cGIJGJJJJIjfEAHAEEE	0.372
7zt5_D		_3_A_1_C_2_B_7_G_2_B_0_-_7_G_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_17_B_8_b	_0_A_3_D_4_F_6_F_6_E_3_D_2_E_4_E_4_b_1_G_5_B_3_E_8_D_6_E_16_A_3_D_0_b	2-14	0-16	BjACBGBGGGGGBBbi	ADFFEDEEbGBEDEADbI	0.523
8i5d_A		_3_A_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_0_-_12_G_12_G_12_G_0_-_2_B_17_B_0_-_8_b	_0_D_4_E_6_F_6_F_4_C_2_E_4_E_4_b_1_G_6_A_3_E_8_E_7_E_16_A_5_B_4_B_1_D_7_c	2-14	0-17	BjACBGBGGGGGBBbi	DEFFCEEbGAEEEABBDc	0.478
7p1o_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_12_G_2_B_17_B_8_b	_10_A_1_c_15_A_5_D_2_G_2_G_9_B_5_D_5_H_3_A_3_G_5_E_5_F_8_E_11_A_0_b	0-14	12-27	BjACBGBGGGGGBBbi	cFHGGbCHGAAFAcADGGBDHAGEFEAbIGGd	0.657
7mhy_M		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_2_B_17_B	_0_C_3_B_5_G_8_E_5_F_6_B_7_E_4_E_4_b_1_G_6_C_3_E	3-13	0-11	BjACBGBGGGGGBBbi	CBGEFBEEbGCE	0.678
7l1z_C		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_17_B_8_b_6_i	_0_B_0_-_3_E_2_F_5_C_4_E_5_G_0_-_7_H_4_H_8_b_0_I_3_c_1_G_2_K_6_I_9_C_0_-_0_-_0_i	0-15	0-15	BjACBGBGGGGGBBbi	BEFCEGHHbIcGKICiGH	0.542
6s4s_E		_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_12_G_2_B_17_B_0_-_8_b	_0_D_2_D_9_E_3_E_4_G_2_G_0_b_0_E_5_D_2_D_9_D_3_C_6_E_0_b	3-14	0-13	BjACBGBGGGGGBBbi	DDEEGGbEDDDCEbEbA	0.585
4wqm_A		_0_B_2_j_0_-_3_A_0_-_1_C_0_-_2_B_0_-_7_G_2_B_7_G_12_G_12_G_0_-_12_G_12_G_0_-_2_B_0_-_17_B_8_b_6_i	_7_B_5_f_17_E_2_B_9_d_2_B_0_b_0_B_3_D_12_J_4_F_11_E_3_E_8_F_5_g_4_G_12_E_0_l_6_F_2_i_6_F_0_-_15_j	0-15	1-22	BjACBGBGGGGGBBbi	CBfEBdBbBDJFEEFgGElFiFjEhbD	0.413
7su9_D		_1_C_2_B_7_G_0_-_0_-_2_B_7_G_0_-_12_G_12_G_12_G_12_G_2_B_17_B_8_b	_0_D_4_E_7_G_6_E_4_A_4_B_6_E_4_b_1_H_13_E_8_E_4_E_15_B_3_D_0_b	3-14	0-14	BjACBGBGGGGGBBbi	DEGEABEbHEEEBDbIb	0.614
7zvc_A		_7_G_2_B_7_G_0_-_12_G_0_-_12_G_12_G_12_G_2_B_17_B_8_b	_0_H_7_F_12_I_2_b_1_H_1_c_5_F_17_A_21_G_6_D_2_E_1_b	5-14	0-11	BjACBGBGGGGGBBbi	HFIbHcFAGDEbHbHAbBEF	0.581
8pd4_A		_2_j_0_-_3_A_1_C_2_B_7_G_2_B_0_-_7_G_12_G_12_G_12_G_12_G_2_B_17_B	_8_g_7_b_4_B_5_C_18_C_7_F_6_F_12_b_1_F_3_B_11_F_4_E_4_F_6_F_5_A	1-13	2-16	BjACBGBGGGGGBBbi	hdgbBCCFFbFBFEFFA	0.516
2qt6_A		_0_B_0_-_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_0_-_12_G_0_-_0_-_2_B_17_B_0_-_8_b	_2_F_6_b_5_b_0_F_16_C_15_C_4_G_6_D_4_E_2_G_1_C_4_F_6_G_7_b_2_E_19_b_19_C_2_B_4_B_11_f_4_b	0-14	10-30	BjACBGBGGGGGBBbi	JECGbCbFFcFbbFCCGDEGCFGbEbCBBfbCFCDABFFdEfjc	0.476
6xq2_F		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_0_-_12_G_12_G_2_B_0_-_0_-_17_B_8_b	_0_D_3_A_4_H_8_E_5_F_16_E_4_F_3_b_1_I_4_F_3_D_8_D_5_J_3_D_0_b	3-14	0-14	BjACBGBGGGGGBBbi	DAHEFEFbIFDDJDbBAIEbE	0.548
6k2i_A		_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_12_G_2_B_17_B	_0_C_3_B_4_F_0_-_8_G_2_I_9_b_3_E_4_E_8_F_12_A_3_E	3-13	0-10	BjACBGBGGGGGBBbi	CBFGIbEEFAE	0.695
4p23_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_0_-_12_G_12_G_12_G_2_B_17_B_8_b	_0_C_0_-_2_D_4_F_6_F_6_F_4_C_2_E_4_E_4_b_1_G_6_A_3_E_8_E_7_E_15_B_3_D_0_b	0-14	0-16	BjACBGBGGGGGBBbi	CDFFFCEEbGAEEEBDbIb	0.543
7pi2_D		_0_B_2_j_3_A_1_C_2_B_7_G_0_-_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B	_12_B_0_-_2_A_4_G_13_E_8_F_7_A_3_D_2_H_6_J_2_E_7_H_2_F_7_D_3_D	0-13	10-23	BjACBGBGGGGGBBbi	JCGFFbEEGFBAGEFADHJEHFDDCEJ	0.621
5a8j_A		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_0_-_2_B_17_B_8_b_6_i	_8_G_5_i_0_-_4_C_2_h_5_A_1_G_3_B_0_-_6_E_3_H_6_J_5_J_2_f_2_o_3_m_2_f_6_j	0-15	11-26	BjACBGBGGGGGBBbi	FAJAFoFGjFcGiChAGBEHJJfomfjb	0.423
7e5s_R		_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B	_0_A_0_-_6_A_4_H_0_-_8_E_5_E_18_D_4_F_8_E_10_A_6_A	2-13	0-9	BjACBGBGGGGGBBbi	AAHEEDFEAA	0.530
2cm4_A		_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_3_E_9_C_7_I_2_J_2_E_2_I_5_F_0_-_4_F_0_-_5_k	5-15	2-10	BjACBGBGGGGGBBbi	cbECIJEIFFk	0.572
8cin_L		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_17_B	_0_C_0_-_5_E_11_E_6_D_12_E_2_E_4_b_2_F_5_B_3_D_8_D_3_d_3_J_3_F_2_B_3_B	0-13	0-15	BjACBGBGGGGGBBbi	CEEDEEbFBDDdJFBBAHeFF	0.470
5xau_A		_0_B_2_j_0_-_3_A_1_C_0_-_2_B_7_G_2_B_7_G_12_G_12_G_0_-_12_G_12_G_2_B_0_-_17_B_8_b_6_i	_15_C_10_b_5_H_2_A_5_D_18_d_1_J_7_I_0_-_4_G_2_G_2_F_5_A_14_G_5_E_2_F_4_b_2_C_4_b_2_e	0-15	13-31	BjACBGBGGGGGBBbi	pqCCcHFFFDGGGCbHADdJIGGFAGEFbCbeHAbDcKGGGECGEECHE	0.501
4moa_A		_2_j_0_-_3_A_0_-_0_-_0_-_0_-_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_12_G_2_B_17_B_8_b	_5_j_5_h_22_E_8_g_7_J_3_b_1_J_6_A_3_A_5_G_0_-_4_H_6_G_4_D_9_F_17_J_2_I_7_A_5_C_0_b	1-14	6-24	BjACBGBGGGGGBBbi	cuqnctjhEgJbJAAGHGDFJIACbACEFJGGbbEBGJf	0.436
3rpx_B		_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_0_E_0_-_2_E_5_F_7_E_6_G_8_H_5_B_0_-_0_b_2_k	5-15	0-8	BjACBGBGGGGGBBbi	EEFEGHBbks	0.642
1bd2_D		_3_A_1_C_2_B_0_-_7_G_2_B_7_G_12_G_0_-_12_G_0_-_12_G_12_G_2_B_0_-_17_B_0_-_8_b	_0_A_4_D_4_F_6_F_6_F_4_C_2_E_4_E_4_b_1_G_5_B_3_E_8_D_5_D_16_A_3_C_3_G_7_c	2-14	0-17	BjACBGBGGGGGBBbi	ADFFFCEEbGBEDDACGc	0.466
5y9g_B		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B	_0_E_0_-_3_A_0_-_1_B_4_G_6_D_11_E_6_F_4_A_7_C_4_G_3_B	0-12	0-10	BjACBGBGGGGGBBbi	EABGDEFACGBJJ	0.565
4kto_C		_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_0_-_2_B_17_B_8_b_6_i	_2_k_4_B_14_C_0_-_3_F_2_A_6_F_4_F_5_B_12_A_1_H_0_b_0_A_0_-_5_c_2_h	1-15	7-20	BjACBGBGGGGGBBbi	kibedgfkBCFAFFBAHbAchdjclljjcg	0.531
6in8_A		_0_B_2_j_0_-_3_A_0_-_1_C_2_B_7_G_0_-_0_-_2_B_7_G_12_G_12_G_12_G_12_G_0_-_2_B	_2_D_3_g_9_c_3_J_2_I_6_F_5_F_5_J_6_c_6_A_2_B_7_E_6_E_4_G_13_H_2_H_3_g_2_C	0-12	5-22	BjACBGBGGGGGBBbi	lHHFEDgcJIFFJcABEEGHHgC	0.405
7w71_I		_1_C_2_B_7_G_2_B_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_0_-_17_B_8_b	_0_C_3_B_5_G_8_E_5_F_6_B_7_E_4_E_4_b_1_E_12_D_8_D_3_J_4_C_0_b	3-14	0-14	BjACBGBGGGGGBBbi	CBGEFBEEbEDDJCbBBJEbE	0.571
7x3c_H		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B	_0_B_3_B_4_G_9_E_5_G_4_C_7_E_4_F_8_G_3_D_3_D	3-13	0-10	BjACBGBGGGGGBBbi	BBGEGCEFGDD	0.746
6h1q_B		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_2_B_0_-_17_B	_0_B_4_B_13_J_0_-_8_I_3_H_2_G_2_J_15_C_12_J_7_D_2_J_6_E	3-13	0-11	BjACBGBGGGGGBBbi	BBJIHGJCJDJEE	0.556
7fau_D		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_0_-_0_-_2_B_17_B	_0_D_2_C_4_G_8_E_6_E_5_B_7_E_4_E_4_b_1_H_4_e_1_b_0_C_3_F	3-13	0-13	BjACBGBGGGGGBBbi	DCGEEBEEbHebCF	0.506
4w6p_H		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G	_4_D_4_B_4_I_19_A_2_F_4_G_5_F_8_H	3-10	5-12	BjACBGBGGGGGBBbi	JJGdbDBIAFGFH	0.821
6gvl_A		_1_C_2_B_7_G_0_-_2_B_7_G_12_G_0_-_12_G_12_G_12_G_2_B_17_B	_0_G_2_F_6_G_6_D_6_C_8_G_8_H_6_C_8_E_2_F_8_I_7_E_4_E	3-13	0-12	BjACBGBGGGGGBBbi	GFGDCGHCEFIEEII	0.567
6j4b_A		_1_C_2_B_0_-_7_G_2_B_7_G_12_G_12_G_12_G_12_G	_0_B_8_D_3_b_4_E_18_E_7_E_2_E_2_D_5_F_5_E	3-11	0-9	BjACBGBGGGGGBBbi	BDbEEEEDFE	0.583
8q6o_E		_0_B_0_-_2_j_0_-_3_A_0_-_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G	_5_D_0_f_1_h_1_n_9_D_19_H_4_C_1_E_5_E_21_C_5_I_14_E_11_J_5_J	0-10	2-15	BjACBGBGGGGGBBbi	liDfhnDHCEECIEJJ	0.461
4hl0_B		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_0_-_2_B_7_G_0_-_12_G_12_G_12_G_12_G_2_B_17_B	_4_G_0_-_2_A_3_C_8_F_3_E_2_F_4_b_2_E_2_G_7_C_10_G_5_G_4_G_4_G_2_A_16_F	0-13	4-19	BjACBGBGGGGGBBbi	CFFGGACFEFbEGCGGGGAFEFGH	0.594
8i34_F		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b	_4_H_5_E_4_E_2_E_14_H_6_I_5_H_4_J_4_J_0_-_0_-_11_c	3-14	2-11	BjACBGBGGGGGBBbi	JJHEEEHIHJJc	0.546
8jmw_G		_0_B_0_-_2_j_0_-_3_A_0_-_0_-_0_-_1_C_2_B_0_-_7_G_0_-_2_B_0_-_7_G_0_-_12_G_12_G_12_G_12_G_2_B_17_B	_7_E_2_b_1_k_5_i_1_A_11_c_3_A_1_d_3_C_3_E_5_J_5_H_4_D_2_C_3_J_6_J_3_J_9_E_6_F_3_H_5_J_2_F_2_A	0-13	16-38	BjACBGBGGGGGBBbi	deEGhEbkCgDbFACEEbkiAcAdCEJHDCJJJEFHJFAAIEB	0.366
8ct0_H		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_0_-_2_B_17_B_8_b	_0_A_11_g_4_A_0_-_0_-_1_E_0_-_5_E_2_D_0_-_4_F_3_h_1_G_3_e_14_A_6_A_1_b	0-14	0-12	BjACBGBGGGGGBBbi	AgAEEDFhGeAAbLKDC	0.414
